Round,Accuracy
0,0.0916
1,0.0916
2,0.1115
3,0.4743
4,0.5766
5,0.6152
6,0.6588
7,0.6977
8,0.7342
9,0.7631
10,0.7863
11,0.808
12,0.8213
13,0.8325
14,0.8411
15,0.8493
16,0.8539
17,0.8568
18,0.8583
19,0.8583
20,0.8611
21,0.8628
22,0.8641
23,0.8665
24,0.8682
25,0.8678
26,0.8667
27,0.8665
28,0.8668
29,0.8665
30,0.867
31,0.8672
32,0.8676
33,0.868
34,0.8678
35,0.8684
36,0.8693
37,0.8694
38,0.8687
39,0.8698
40,0.8707
41,0.8717
42,0.8716
43,0.8719
44,0.8726
45,0.8731
46,0.8735
47,0.874
48,0.874
49,0.8735
50,0.8732
