Round,Accuracy
0,0.0895
1,0.348
2,0.4134
3,0.4389
4,0.442
5,0.439
6,0.4337
7,0.4336
8,0.4318
9,0.4292
10,0.4265
11,0.4258
12,0.4251
13,0.4243
14,0.4217
15,0.4212
16,0.4203
17,0.4201
18,0.4206
19,0.4185
20,0.4183
21,0.4175
22,0.4174
23,0.4159
24,0.416
25,0.4139
26,0.4131
27,0.4129
28,0.4118
29,0.4121
30,0.4114
31,0.4114
32,0.4108
33,0.4107
34,0.4101
35,0.4109
36,0.4106
37,0.41
38,0.4061
39,0.4072
40,0.4083
41,0.4079
42,0.4071
43,0.4084
44,0.4085
45,0.4089
46,0.4072
47,0.4067
48,0.4061
49,0.4059
50,0.4058
