Round,Avg Accuracy,Std Accuracy
0,0.1016,0.0047
1,0.4274,0.0100
2,0.4721,0.0086
3,0.4877,0.0049
4,0.4940,0.0042
5,0.5014,0.0059
6,0.5046,0.0046
7,0.5116,0.0040
8,0.5097,0.0080
9,0.5111,0.0053
10,0.5117,0.0053
11,0.5137,0.0032
12,0.5129,0.0031
13,0.5154,0.0061
14,0.5188,0.0048
15,0.5179,0.0039
16,0.5193,0.0027
17,0.5187,0.0034
18,0.5190,0.0044
19,0.5206,0.0044
20,0.5216,0.0055
21,0.5209,0.0055
22,0.5202,0.0037
23,0.5176,0.0052
24,0.5165,0.0039
25,0.5206,0.0044
26,0.5188,0.0079
27,0.5176,0.0037
28,0.5203,0.0065
29,0.5177,0.0073
30,0.5213,0.0042
31,0.5222,0.0060
32,0.5178,0.0042
33,0.5190,0.0035
34,0.5174,0.0040
35,0.5184,0.0046
36,0.5202,0.0058
37,0.5180,0.0063
38,0.5185,0.0050
39,0.5206,0.0059
40,0.5196,0.0044
41,0.5202,0.0046
42,0.5179,0.0035
43,0.5205,0.0031
44,0.5194,0.0055
45,0.5179,0.0028
46,0.5194,0.0055
47,0.5172,0.0035
48,0.5204,0.0027
49,0.5173,0.0033
50,0.5188,0.0045
