Round,Avg Accuracy,Std Accuracy
0,0.1026,0.0020
1,0.2676,0.0260
2,0.2612,0.0603
3,0.2939,0.0584
4,0.3456,0.0330
5,0.4296,0.0169
6,0.4504,0.0182
7,0.4359,0.0190
8,0.4589,0.0171
9,0.4727,0.0084
10,0.4758,0.0107
11,0.4872,0.0242
12,0.5148,0.0238
13,0.5369,0.0300
14,0.5438,0.0343
15,0.5476,0.0288
16,0.5558,0.0194
17,0.5668,0.0108
18,0.5785,0.0116
19,0.5852,0.0174
20,0.5842,0.0177
21,0.5882,0.0200
22,0.5921,0.0160
23,0.5918,0.0166
24,0.5995,0.0182
25,0.6052,0.0205
26,0.6079,0.0175
27,0.6102,0.0147
28,0.6141,0.0158
29,0.6205,0.0168
30,0.6190,0.0142
31,0.6211,0.0149
32,0.6195,0.0126
33,0.6276,0.0160
34,0.6294,0.0128
35,0.6315,0.0158
36,0.6314,0.0212
37,0.6340,0.0200
38,0.6395,0.0164
39,0.6387,0.0137
40,0.6389,0.0132
41,0.6445,0.0146
42,0.6452,0.0164
43,0.6462,0.0162
44,0.6493,0.0176
45,0.6508,0.0207
46,0.6497,0.0185
47,0.6499,0.0190
48,0.6522,0.0161
49,0.6569,0.0169
50,0.6579,0.0208
