Round,Avg Accuracy,Std Accuracy
0,0.0995,0.0065
1,0.4653,0.0041
2,0.5426,0.0071
3,0.5799,0.0083
4,0.6046,0.0058
5,0.6209,0.0042
6,0.6346,0.0043
7,0.6440,0.0035
8,0.6541,0.0036
9,0.6589,0.0045
10,0.6655,0.0039
11,0.6729,0.0065
12,0.6785,0.0043
13,0.6828,0.0008
14,0.6859,0.0023
15,0.6900,0.0028
16,0.6913,0.0029
17,0.6932,0.0020
18,0.6943,0.0016
19,0.6993,0.0032
20,0.6970,0.0046
21,0.7020,0.0013
22,0.7019,0.0025
23,0.7044,0.0022
24,0.7053,0.0036
25,0.7069,0.0026
26,0.7090,0.0027
27,0.7095,0.0015
28,0.7110,0.0043
29,0.7108,0.0050
30,0.7127,0.0055
31,0.7106,0.0020
32,0.7132,0.0051
33,0.7144,0.0041
34,0.7159,0.0042
35,0.7161,0.0043
36,0.7162,0.0032
37,0.7165,0.0046
38,0.7184,0.0040
39,0.7198,0.0034
40,0.7184,0.0037
41,0.7175,0.0042
42,0.7199,0.0050
43,0.7186,0.0051
44,0.7191,0.0018
45,0.7210,0.0034
46,0.7217,0.0056
47,0.7211,0.0044
48,0.7206,0.0079
49,0.7198,0.0030
50,0.7223,0.0031
