Round,Avg Accuracy,Std Accuracy
0,0.0987,0.0055
1,0.4586,0.0057
2,0.5381,0.0066
3,0.5792,0.0041
4,0.6031,0.0035
5,0.6207,0.0020
6,0.6361,0.0093
7,0.6468,0.0084
8,0.6571,0.0103
9,0.6615,0.0100
10,0.6699,0.0108
11,0.6724,0.0123
12,0.6802,0.0110
13,0.6808,0.0103
14,0.6848,0.0107
15,0.6893,0.0107
16,0.6927,0.0115
17,0.6933,0.0117
18,0.6957,0.0117
19,0.6983,0.0122
20,0.6996,0.0116
21,0.7013,0.0119
22,0.7042,0.0095
23,0.7040,0.0092
24,0.7057,0.0098
25,0.7047,0.0074
26,0.7073,0.0105
27,0.7114,0.0105
28,0.7107,0.0070
29,0.7102,0.0096
30,0.7098,0.0099
31,0.7120,0.0090
32,0.7127,0.0100
33,0.7147,0.0099
34,0.7133,0.0101
35,0.7152,0.0091
36,0.7152,0.0077
37,0.7148,0.0080
38,0.7168,0.0092
39,0.7179,0.0084
40,0.7178,0.0074
41,0.7169,0.0073
42,0.7183,0.0066
43,0.7179,0.0069
44,0.7195,0.0067
45,0.7189,0.0073
46,0.7186,0.0065
47,0.7200,0.0091
48,0.7208,0.0061
49,0.7204,0.0068
50,0.7189,0.0065
