Round,Accuracy
0,0.1001
1,0.1393
2,0.2542
3,0.3728
4,0.441
5,0.4738
6,0.4842
7,0.5085
8,0.5162
9,0.5211
10,0.5316
11,0.5457
12,0.5494
13,0.5494
14,0.5568
15,0.566
16,0.5731
17,0.5714
18,0.565
19,0.5698
20,0.5721
21,0.5688
22,0.5712
23,0.5738
24,0.5818
25,0.5777
26,0.5834
27,0.5849
28,0.5775
29,0.5737
30,0.5785
31,0.5752
32,0.5822
33,0.5879
34,0.5818
35,0.5838
36,0.5799
37,0.5897
38,0.5855
39,0.5905
40,0.5848
41,0.5867
42,0.5859
43,0.5892
44,0.5897
45,0.5876
46,0.5911
47,0.5957
48,0.5831
49,0.5834
50,0.59
