Round,Accuracy
0,0.1
1,0.1
2,0.2114
3,0.3155
4,0.3924
5,0.4871
6,0.5566
7,0.6134
8,0.6635
9,0.6988
10,0.719
11,0.7367
12,0.7518
13,0.7631
14,0.7717
15,0.779
16,0.7845
17,0.7899
18,0.7916
19,0.7973
20,0.8017
21,0.8037
22,0.8062
23,0.8067
24,0.8077
25,0.8104
26,0.8088
27,0.8144
28,0.8125
29,0.8123
30,0.8141
31,0.8142
32,0.8151
33,0.8194
34,0.8189
35,0.8174
36,0.8187
37,0.8182
38,0.8208
39,0.8211
40,0.8204
41,0.8238
42,0.8251
43,0.8266
44,0.8269
45,0.825
46,0.8263
47,0.8293
48,0.8289
49,0.8323
50,0.8321
