Round,Accuracy
0,0.1
1,0.222
2,0.2559
3,0.265
4,0.2667
5,0.2702
6,0.2696
7,0.269
8,0.2583
9,0.2589
10,0.2487
11,0.2536
12,0.2483
13,0.2392
14,0.2467
15,0.2395
16,0.2391
17,0.2314
18,0.2209
19,0.2246
20,0.2226
21,0.2151
22,0.2182
23,0.2241
24,0.2232
25,0.2254
26,0.2241
27,0.2203
28,0.2178
29,0.2185
30,0.2174
31,0.2137
32,0.2091
33,0.2062
34,0.202
35,0.2167
36,0.2173
37,0.2089
38,0.2079
39,0.2002
40,0.1979
41,0.2003
42,0.2074
43,0.2168
44,0.2005
45,0.1989
46,0.2046
47,0.1937
48,0.1945
49,0.1883
50,0.1959
