Round,Accuracy
0,0.0308
1,0.4822
2,0.5151
3,0.5471
4,0.5583
5,0.5755
6,0.5862
7,0.591
8,0.5852
9,0.5916
10,0.5826
11,0.6026
12,0.5847
13,0.5976
14,0.5897
15,0.5815
16,0.586
17,0.5918
18,0.5774
19,0.5692
20,0.5832
21,0.5783
22,0.5759
23,0.5759
24,0.5847
25,0.5701
26,0.58
27,0.5849
28,0.5776
29,0.5645
30,0.56
31,0.5546
32,0.563
33,0.5772
34,0.5735
35,0.5712
36,0.5497
37,0.566
38,0.5819
39,0.5548
40,0.5817
41,0.5778
42,0.5705
43,0.5794
44,0.58
45,0.566
46,0.5766
47,0.5643
48,0.5815
49,0.5516
50,0.5757
