Round,Accuracy
0,0.0981
1,0.9521
2,0.9826
3,0.988
4,0.9889
5,0.989
6,0.9895
7,0.9901
8,0.9906
9,0.9912
10,0.991
11,0.9908
12,0.9912
13,0.9909
14,0.9916
15,0.9915
16,0.9913
17,0.9914
18,0.9915
19,0.9915
20,0.9914
21,0.9914
22,0.9913
23,0.9915
24,0.9913
25,0.9917
26,0.9914
27,0.9917
28,0.9918
29,0.9915
30,0.992
31,0.9917
32,0.9917
33,0.9916
34,0.9917
35,0.9919
36,0.9915
37,0.9915
38,0.9917
39,0.9914
40,0.9914
41,0.9916
42,0.9917
43,0.9914
44,0.9915
45,0.9916
46,0.9918
47,0.9912
48,0.9914
49,0.9915
50,0.9915
