Round,Avg Accuracy,Std Accuracy
0,0.1105,0.0400
1,0.2426,0.0660
2,0.6641,0.0263
3,0.7538,0.0096
4,0.7877,0.0082
5,0.8119,0.0034
6,0.8295,0.0020
7,0.8361,0.0019
8,0.8445,0.0034
9,0.8475,0.0028
10,0.8514,0.0035
11,0.8545,0.0028
12,0.8550,0.0032
13,0.8569,0.0027
14,0.8563,0.0028
15,0.8567,0.0030
16,0.8585,0.0024
17,0.8590,0.0022
18,0.8604,0.0025
19,0.8603,0.0033
20,0.8608,0.0019
21,0.8613,0.0033
22,0.8609,0.0032
23,0.8624,0.0035
24,0.8634,0.0042
25,0.8628,0.0037
26,0.8635,0.0035
27,0.8632,0.0027
28,0.8622,0.0022
29,0.8626,0.0035
30,0.8643,0.0033
31,0.8638,0.0041
32,0.8645,0.0028
33,0.8641,0.0026
34,0.8647,0.0027
35,0.8638,0.0026
36,0.8645,0.0039
37,0.8609,0.0033
38,0.8623,0.0056
39,0.8639,0.0036
40,0.8644,0.0047
41,0.8649,0.0025
42,0.8644,0.0026
43,0.8649,0.0036
44,0.8650,0.0029
45,0.8643,0.0035
46,0.8649,0.0045
47,0.8648,0.0038
48,0.8648,0.0031
49,0.8645,0.0042
50,0.8644,0.0031
