Round,Avg Accuracy,Std Accuracy
0,0.1107,0.0000
1,0.2601,0.0000
2,0.5466,0.0000
3,0.5690,0.0000
4,0.5685,0.0000
5,0.5738,0.0000
6,0.5652,0.0000
7,0.5799,0.0000
8,0.5754,0.0000
9,0.5729,0.0000
10,0.5756,0.0000
11,0.5736,0.0000
12,0.5748,0.0000
13,0.5671,0.0000
14,0.5728,0.0000
15,0.5705,0.0000
16,0.5694,0.0000
17,0.5721,0.0000
18,0.5670,0.0000
19,0.5641,0.0000
20,0.5638,0.0000
21,0.5655,0.0000
22,0.5626,0.0000
23,0.5614,0.0000
24,0.5635,0.0000
25,0.5608,0.0000
26,0.5629,0.0000
27,0.5651,0.0000
28,0.5610,0.0000
29,0.5653,0.0000
30,0.5645,0.0000
31,0.5657,0.0000
32,0.5617,0.0000
33,0.5643,0.0000
34,0.5670,0.0000
35,0.5686,0.0000
36,0.5648,0.0000
37,0.5658,0.0000
38,0.5601,0.0000
39,0.5600,0.0000
40,0.5572,0.0000
41,0.5535,0.0000
42,0.5497,0.0000
43,0.5471,0.0000
44,0.5501,0.0000
45,0.5519,0.0000
46,0.5489,0.0000
47,0.5492,0.0000
48,0.5454,0.0000
49,0.5463,0.0000
50,0.5390,0.0000
