Round,Avg Accuracy,Std Accuracy
0,0.1261,0.0519
1,0.1959,0.0000
2,0.6324,0.0416
3,0.7501,0.0134
4,0.7967,0.0065
5,0.8235,0.0054
6,0.8400,0.0014
7,0.8454,0.0026
8,0.8514,0.0015
9,0.8538,0.0010
10,0.8562,0.0011
11,0.8560,0.0013
12,0.8590,0.0023
13,0.8605,0.0028
14,0.8592,0.0004
15,0.8629,0.0005
16,0.8630,0.0014
17,0.8635,0.0011
18,0.8640,0.0004
19,0.8646,0.0001
20,0.8645,0.0017
21,0.8647,0.0005
22,0.8626,0.0030
23,0.8651,0.0015
24,0.8656,0.0005
25,0.8649,0.0009
26,0.8650,0.0009
27,0.8658,0.0020
28,0.8657,0.0011
29,0.8652,0.0028
30,0.8669,0.0022
31,0.8651,0.0022
32,0.8659,0.0014
33,0.8671,0.0015
34,0.8656,0.0020
35,0.8656,0.0019
36,0.8655,0.0015
37,0.8660,0.0031
38,0.8652,0.0017
39,0.8648,0.0016
40,0.8653,0.0024
41,0.8643,0.0035
42,0.8658,0.0008
43,0.8653,0.0019
44,0.8654,0.0012
45,0.8649,0.0009
46,0.8659,0.0011
47,0.8647,0.0014
48,0.8651,0.0016
49,0.8646,0.0020
50,0.8615,0.0046
