Round,Avg Accuracy,Std Accuracy
0,0.0941,0.0462
1,0.2062,0.0145
2,0.3006,0.0380
3,0.5159,0.0135
4,0.6414,0.0126
5,0.6999,0.0084
6,0.7333,0.0074
7,0.7598,0.0046
8,0.7770,0.0034
9,0.7899,0.0029
10,0.7995,0.0035
11,0.8075,0.0041
12,0.8146,0.0042
13,0.8205,0.0046
14,0.8265,0.0043
15,0.8322,0.0039
16,0.8366,0.0031
17,0.8407,0.0030
18,0.8436,0.0040
19,0.8460,0.0040
20,0.8485,0.0029
21,0.8501,0.0033
22,0.8520,0.0030
23,0.8530,0.0023
24,0.8538,0.0024
25,0.8551,0.0024
26,0.8565,0.0030
27,0.8573,0.0036
28,0.8586,0.0038
29,0.8591,0.0042
30,0.8604,0.0030
31,0.8609,0.0037
32,0.8613,0.0040
33,0.8621,0.0030
34,0.8625,0.0030
35,0.8633,0.0029
36,0.8635,0.0028
37,0.8637,0.0032
38,0.8642,0.0029
39,0.8646,0.0030
40,0.8646,0.0030
41,0.8648,0.0034
42,0.8652,0.0028
43,0.8654,0.0030
44,0.8657,0.0029
45,0.8658,0.0030
46,0.8663,0.0028
47,0.8659,0.0032
48,0.8659,0.0034
49,0.8670,0.0036
50,0.8670,0.0035
