Round,Accuracy
0,0.1
1,0.431
2,0.7403
3,0.7724
4,0.7906
5,0.8009
6,0.8213
7,0.8471
8,0.8545
9,0.865
10,0.8673
11,0.8708
12,0.8709
13,0.8712
14,0.8747
15,0.8766
16,0.8801
17,0.8795
18,0.8772
19,0.878
20,0.8798
21,0.878
22,0.8774
23,0.8807
24,0.8796
25,0.8806
26,0.8816
27,0.8801
28,0.8801
29,0.8808
30,0.8798
31,0.8836
32,0.8827
33,0.8816
34,0.8799
35,0.8784
36,0.8777
37,0.8799
38,0.881
39,0.8818
40,0.8802
41,0.8804
42,0.88
43,0.8794
44,0.8802
45,0.8814
46,0.8815
47,0.8776
48,0.8795
49,0.8808
50,0.8816
