Round,Accuracy
0,0.1449
1,0.4822
2,0.5004
3,0.5228
4,0.5477
5,0.5525
6,0.5705
7,0.5729
8,0.5774
9,0.5817
10,0.5847
11,0.5892
12,0.5912
13,0.5867
14,0.5938
15,0.5811
16,0.5899
17,0.5826
18,0.568
19,0.5766
20,0.5723
21,0.5695
22,0.5731
23,0.5746
24,0.5602
25,0.5761
26,0.5742
27,0.5665
28,0.5748
29,0.5789
30,0.5766
31,0.5516
32,0.5675
33,0.5198
34,0.5733
35,0.554
36,0.554
37,0.5783
38,0.5753
39,0.5834
40,0.5794
41,0.5781
42,0.5781
43,0.5804
44,0.5563
45,0.577
46,0.5667
47,0.5699
48,0.5798
49,0.5346
50,0.5703
