Round,Accuracy
0,0.0638
1,0.1959
2,0.1959
3,0.2001
4,0.2432
5,0.3474
6,0.4832
7,0.5711
8,0.6197
9,0.6451
10,0.6723
11,0.6991
12,0.7173
13,0.7272
14,0.7334
15,0.7366
16,0.7317
17,0.725
18,0.7175
19,0.7122
20,0.7084
21,0.7105
22,0.7128
23,0.7185
24,0.7238
25,0.7281
26,0.7326
27,0.7338
28,0.7339
29,0.7331
30,0.732
31,0.7316
32,0.7329
33,0.7331
34,0.7328
35,0.733
36,0.7331
37,0.7316
38,0.7319
39,0.7318
40,0.7321
41,0.7328
42,0.7329
43,0.7323
44,0.7318
45,0.7305
46,0.7289
47,0.7283
48,0.7252
49,0.7234
50,0.7244
