Round,Accuracy
0,0.7649
1,0.8526
2,0.8581
3,0.8566
4,0.8572
5,0.8514
6,0.8549
7,0.8558
8,0.8517
9,0.854
10,0.8551
11,0.8475
12,0.8508
13,0.8462
14,0.8451
15,0.8477
16,0.8457
17,0.8491
18,0.8489
19,0.8463
20,0.8485
21,0.846
22,0.8448
23,0.8434
24,0.8414
25,0.844
26,0.8389
27,0.8432
28,0.8426
29,0.8445
30,0.844
31,0.84
32,0.8356
33,0.8399
34,0.8415
35,0.8405
36,0.8434
37,0.8412
38,0.8417
39,0.8348
40,0.8405
41,0.8365
42,0.8435
43,0.84
44,0.8376
45,0.8372
46,0.8374
47,0.8396
48,0.8382
49,0.8368
50,0.8399
