Round,Accuracy
0,0.1042
1,0.9757
2,0.9849
3,0.9871
4,0.9893
5,0.9895
6,0.9903
7,0.991
8,0.991
9,0.9913
10,0.9909
11,0.9909
12,0.9912
13,0.9914
14,0.9915
15,0.9911
16,0.9909
17,0.9911
18,0.9914
19,0.9915
20,0.9912
21,0.9914
22,0.9911
23,0.9917
24,0.9918
25,0.9918
26,0.9916
27,0.9912
28,0.9922
29,0.9915
30,0.9915
31,0.9914
32,0.9921
33,0.9915
34,0.9916
35,0.9914
36,0.9918
37,0.9915
38,0.9912
39,0.9915
40,0.9916
41,0.9914
42,0.9914
43,0.9915
44,0.9915
45,0.9916
46,0.9915
47,0.9916
48,0.9916
49,0.9917
50,0.9916
