Round,Accuracy
0,0.0985
1,0.1018
2,0.1784
3,0.2592
4,0.3256
5,0.3572
6,0.3487
7,0.3289
8,0.3107
9,0.2964
10,0.2924
11,0.2927
12,0.2945
13,0.2995
14,0.3034
15,0.3096
16,0.3155
17,0.3241
18,0.3349
19,0.3446
20,0.3537
21,0.3622
22,0.3701
23,0.3772
24,0.383
25,0.3889
26,0.3935
27,0.3974
28,0.399
29,0.4004
30,0.4011
31,0.4007
32,0.4003
33,0.4002
34,0.3996
35,0.3993
36,0.3986
37,0.3978
38,0.3972
39,0.3981
40,0.3988
41,0.3979
42,0.3989
43,0.3987
44,0.3989
45,0.3985
46,0.3982
47,0.3975
48,0.3974
49,0.3968
50,0.3965
