Round,Accuracy
0,0.2351
1,0.6875
2,0.7847
3,0.8171
4,0.8213
5,0.811
6,0.8151
7,0.8239
8,0.8314
9,0.828
10,0.8299
11,0.8362
12,0.8313
13,0.8299
14,0.8316
15,0.8313
16,0.831
17,0.8319
18,0.827
19,0.825
20,0.8265
21,0.8285
22,0.8325
23,0.8337
24,0.8351
25,0.8348
26,0.8348
27,0.8336
28,0.8211
29,0.8156
30,0.8141
31,0.8181
32,0.8193
33,0.8267
34,0.8265
35,0.8239
36,0.8184
37,0.8191
38,0.819
39,0.8197
40,0.8204
41,0.8211
42,0.8293
43,0.8302
44,0.8217
45,0.8184
46,0.8173
47,0.8185
48,0.8306
49,0.829
50,0.83
