Round,Accuracy
0,0.1
1,0.2449
2,0.2749
3,0.4654
4,0.5164
5,0.5623
6,0.5848
7,0.6115
8,0.6248
9,0.6374
10,0.6438
11,0.6518
12,0.6583
13,0.6656
14,0.6663
15,0.6672
16,0.6652
17,0.6759
18,0.6757
19,0.6799
20,0.6798
21,0.6767
22,0.6813
23,0.6839
24,0.6891
25,0.692
26,0.6953
27,0.6935
28,0.6975
29,0.6948
30,0.6942
31,0.6966
32,0.6983
33,0.7011
34,0.7035
35,0.7023
36,0.7036
37,0.6998
38,0.704
39,0.7034
40,0.7062
41,0.707
42,0.7101
43,0.7106
44,0.7081
45,0.7102
46,0.711
47,0.7048
48,0.7082
49,0.707
50,0.7098
