Round,Accuracy
0,0.1004
1,0.1989
2,0.1011
3,0.1049
4,0.1041
5,0.1048
6,0.1071
7,0.117
8,0.151
9,0.2165
10,0.2209
11,0.1986
12,0.2214
13,0.2365
14,0.25
15,0.2352
16,0.2278
17,0.23
18,0.2602
19,0.2776
20,0.3018
21,0.3185
22,0.2852
23,0.258
24,0.2539
25,0.2758
26,0.3042
27,0.3167
28,0.3036
29,0.3084
30,0.3279
31,0.3453
32,0.3537
33,0.3544
34,0.3437
35,0.3348
36,0.3302
37,0.3351
38,0.3325
39,0.3329
40,0.3327
41,0.3558
42,0.375
43,0.377
44,0.3737
45,0.3628
46,0.3584
47,0.3551
48,0.356
49,0.3635
50,0.3691
