Round,Accuracy
0,0.7649
1,0.7649
2,0.6541
3,0.7706
4,0.6076
5,0.7686
6,0.6684
7,0.7691
8,0.6895
9,0.7691
10,0.714
11,0.7723
12,0.7259
13,0.7815
14,0.7279
15,0.7829
16,0.7313
17,0.7823
18,0.7178
19,0.782
20,0.7276
21,0.7866
22,0.7055
23,0.7834
24,0.7012
25,0.782
26,0.6905
27,0.7847
28,0.6961
29,0.784
30,0.7027
31,0.7829
32,0.6846
33,0.7838
34,0.6845
35,0.785
36,0.6943
37,0.7838
38,0.6952
39,0.7866
40,0.6897
41,0.7852
42,0.6822
43,0.7883
44,0.6938
45,0.7889
46,0.6859
47,0.7869
48,0.6869
49,0.7861
50,0.6719
