Round,Avg Accuracy,Std Accuracy
0,0.0314,0.0259
1,0.4847,0.0005
2,0.5097,0.0072
3,0.5448,0.0041
4,0.5588,0.0058
5,0.5740,0.0044
6,0.5803,0.0037
7,0.5844,0.0005
8,0.5874,0.0036
9,0.5910,0.0039
10,0.5908,0.0055
11,0.5913,0.0059
12,0.5935,0.0045
13,0.5900,0.0042
14,0.5936,0.0051
15,0.5923,0.0060
16,0.5904,0.0063
17,0.5926,0.0041
18,0.5933,0.0062
19,0.5893,0.0022
20,0.5897,0.0055
21,0.5873,0.0050
22,0.5885,0.0025
23,0.5888,0.0059
24,0.5904,0.0070
25,0.5941,0.0071
26,0.5950,0.0061
27,0.5897,0.0040
28,0.5912,0.0083
29,0.5918,0.0065
30,0.5920,0.0062
31,0.5926,0.0042
32,0.5938,0.0039
33,0.5927,0.0060
34,0.5914,0.0077
35,0.5926,0.0053
36,0.5931,0.0050
37,0.5916,0.0056
38,0.5890,0.0061
39,0.5944,0.0071
40,0.5941,0.0065
41,0.5928,0.0073
42,0.5933,0.0093
43,0.5920,0.0060
44,0.5949,0.0082
45,0.5913,0.0076
46,0.5888,0.0077
47,0.5907,0.0070
48,0.5900,0.0070
49,0.5904,0.0070
50,0.5915,0.0083
