Round,Accuracy
0,0.2351
1,0.7649
2,0.7649
3,0.7649
4,0.7649
5,0.7649
6,0.7712
7,0.7794
8,0.7975
9,0.793
10,0.8167
11,0.7864
12,0.8181
13,0.7649
14,0.298
15,0.7649
16,0.7692
17,0.7685
18,0.8122
19,0.7996
20,0.8314
21,0.8068
22,0.8394
23,0.8002
24,0.8431
25,0.7741
26,0.7189
27,0.7649
28,0.5917
29,0.7649
30,0.8402
31,0.7691
32,0.8465
33,0.7852
34,0.8508
35,0.7916
36,0.8512
37,0.7832
38,0.8007
39,0.7691
40,0.6851
41,0.7649
42,0.7367
43,0.7691
44,0.8491
45,0.7749
46,0.854
47,0.7886
48,0.8564
49,0.7886
50,0.7945
