Round,Accuracy
0,0.0916
1,0.304
2,0.6983
3,0.776
4,0.7978
5,0.8114
6,0.819
7,0.8239
8,0.833
9,0.8344
10,0.8368
11,0.8384
12,0.8418
13,0.8403
14,0.8415
15,0.8447
16,0.8463
17,0.8476
18,0.8469
19,0.8469
20,0.8487
21,0.8485
22,0.8486
23,0.8492
24,0.8467
25,0.8502
26,0.8509
27,0.8493
28,0.849
29,0.8499
30,0.8513
31,0.8503
32,0.849
33,0.8484
34,0.8504
35,0.8506
36,0.8506
37,0.8492
38,0.8502
39,0.8499
40,0.8503
41,0.8502
42,0.8509
43,0.8529
44,0.8514
45,0.8517
46,0.8522
47,0.852
48,0.8486
49,0.8533
50,0.8531
