Round,Accuracy
0,0.0969
1,0.1959
2,0.8111
3,0.8498
4,0.8611
5,0.8696
6,0.872
7,0.876
8,0.8783
9,0.8775
10,0.8805
11,0.8813
12,0.8831
13,0.883
14,0.8834
15,0.8826
16,0.8826
17,0.8823
18,0.8826
19,0.8723
20,0.8825
21,0.8818
22,0.8821
23,0.8828
24,0.8823
25,0.8817
26,0.8812
27,0.8841
28,0.8816
29,0.8815
30,0.8821
31,0.8819
32,0.8806
33,0.8794
34,0.8815
35,0.8798
36,0.8809
37,0.8818
38,0.8816
39,0.8818
40,0.8807
41,0.8795
42,0.881
43,0.8791
44,0.8795
45,0.8802
46,0.88
47,0.8785
48,0.88
49,0.8777
50,0.879
