Round,Avg Accuracy,Std Accuracy
0,0.0103,0.0145
1,0.4822,0.0000
2,0.4902,0.0011
3,0.4938,0.0018
4,0.4984,0.0060
5,0.5021,0.0081
6,0.5087,0.0083
7,0.5138,0.0070
8,0.5109,0.0099
9,0.5244,0.0047
10,0.5242,0.0053
11,0.5308,0.0038
12,0.5327,0.0039
13,0.5349,0.0046
14,0.5363,0.0024
15,0.5384,0.0029
16,0.5402,0.0015
17,0.5411,0.0047
18,0.5419,0.0041
19,0.5450,0.0039
20,0.5447,0.0037
21,0.5448,0.0020
22,0.5480,0.0023
23,0.5478,0.0018
24,0.5473,0.0014
25,0.5450,0.0040
26,0.5471,0.0046
27,0.5507,0.0016
28,0.5507,0.0034
29,0.5499,0.0024
30,0.5504,0.0018
31,0.5495,0.0029
32,0.5475,0.0029
33,0.5522,0.0037
34,0.5493,0.0074
35,0.5502,0.0054
36,0.5508,0.0059
37,0.5507,0.0036
38,0.5498,0.0093
39,0.5476,0.0062
40,0.5497,0.0045
41,0.5495,0.0051
42,0.5499,0.0066
43,0.5498,0.0057
44,0.5455,0.0016
45,0.5483,0.0053
46,0.5502,0.0025
47,0.5499,0.0070
48,0.5498,0.0050
49,0.5517,0.0048
50,0.5530,0.0046
