Round,Accuracy
0,0.053
1,0.977
2,0.9855
3,0.9883
4,0.9888
5,0.9904
6,0.9899
7,0.9911
8,0.9913
9,0.9915
10,0.992
11,0.992
12,0.9917
13,0.9922
14,0.9922
15,0.9926
16,0.9924
17,0.9928
18,0.9926
19,0.9927
20,0.9923
21,0.9927
22,0.993
23,0.9927
24,0.9926
25,0.9925
26,0.9924
27,0.9927
28,0.9925
29,0.9926
30,0.9922
31,0.9929
32,0.9925
33,0.9922
34,0.993
35,0.9923
36,0.9922
37,0.9927
38,0.9928
39,0.9924
40,0.9925
41,0.9926
42,0.9927
43,0.9924
44,0.9922
45,0.9923
46,0.9926
47,0.993
48,0.9928
49,0.9925
50,0.9925
