Round,Accuracy
0,0.0958
1,0.2974
2,0.2114
3,0.2834
4,0.209
5,0.2109
6,0.2087
7,0.2093
8,0.2085
9,0.2068
10,0.2055
11,0.2032
12,0.2059
13,0.2073
14,0.2085
15,0.2087
16,0.2086
17,0.2071
18,0.2085
19,0.2074
20,0.2086
21,0.2082
22,0.2087
23,0.2088
24,0.2068
25,0.2009
26,0.2663
27,0.2038
28,0.1894
29,0.2084
30,0.1901
31,0.2089
32,0.259
33,0.2076
34,0.2086
35,0.2078
36,0.208
37,0.2051
38,0.2128
39,0.2014
40,0.2066
41,0.207
42,0.2257
43,0.2087
44,0.2075
45,0.2077
46,0.2002
47,0.2025
48,0.2012
49,0.2043
50,0.2026
