Round,Avg Accuracy,Std Accuracy
0,0.0993,0.0009
1,0.0924,0.0108
2,0.1192,0.0269
3,0.1602,0.0580
4,0.1126,0.0126
5,0.1123,0.0150
6,0.1068,0.0048
7,0.1305,0.0429
8,0.1095,0.0133
9,0.1683,0.0540
10,0.1970,0.0532
11,0.1596,0.0427
12,0.2119,0.0774
13,0.1635,0.0437
14,0.2035,0.0590
15,0.1587,0.0732
16,0.1882,0.0513
17,0.1688,0.0258
18,0.1881,0.0474
19,0.2415,0.0897
20,0.2028,0.0476
21,0.2386,0.0536
22,0.2131,0.0372
23,0.1926,0.0258
24,0.1859,0.0179
25,0.1226,0.0178
26,0.1592,0.0396
27,0.1218,0.0234
28,0.2123,0.0366
29,0.1857,0.0562
30,0.2363,0.0402
31,0.2155,0.0936
32,0.2809,0.0092
33,0.1929,0.0327
34,0.2124,0.0559
35,0.2034,0.0611
36,0.2121,0.0724
37,0.2134,0.0621
38,0.2916,0.0979
39,0.2741,0.0787
40,0.2664,0.0679
41,0.2803,0.0459
42,0.3190,0.0619
43,0.2412,0.0436
44,0.3097,0.0082
45,0.2931,0.0680
46,0.3253,0.1160
47,0.2698,0.1424
48,0.3914,0.0785
49,0.3583,0.1074
50,0.3700,0.0490
