Round,Accuracy
0,0.7649
1,0.8452
2,0.8561
3,0.8618
4,0.8571
5,0.8581
6,0.8571
7,0.8577
8,0.8578
9,0.8578
10,0.8517
11,0.8549
12,0.8548
13,0.8537
14,0.8515
15,0.8494
16,0.8491
17,0.8478
18,0.8466
19,0.8486
20,0.8503
21,0.8478
22,0.8477
23,0.8481
24,0.848
25,0.8491
26,0.8485
27,0.8492
28,0.8485
29,0.846
30,0.8423
31,0.8489
32,0.8458
33,0.8506
34,0.8451
35,0.8455
36,0.844
37,0.8432
38,0.8399
39,0.8455
40,0.8439
41,0.846
42,0.8478
43,0.844
44,0.8457
45,0.8462
46,0.8434
47,0.8437
48,0.8423
49,0.8432
50,0.8426
