Round,Accuracy
0,0.0548
1,0.2718
2,0.8228
3,0.9618
4,0.9765
5,0.9814
6,0.984
7,0.9855
8,0.9873
9,0.9881
10,0.9892
11,0.9898
12,0.9891
13,0.9891
14,0.9889
15,0.9888
16,0.9884
17,0.9882
18,0.9878
19,0.9885
20,0.9894
21,0.9894
22,0.9895
23,0.9892
24,0.9889
25,0.9898
26,0.99
27,0.9898
28,0.9896
29,0.9896
30,0.9896
31,0.9899
32,0.9901
33,0.9904
34,0.9901
35,0.9901
36,0.9902
37,0.9902
38,0.9901
39,0.9898
40,0.9898
41,0.9898
42,0.9898
43,0.99
44,0.9902
45,0.9903
46,0.9906
47,0.9906
48,0.9907
49,0.9906
50,0.9906
