Round,Accuracy
0,0.1594
1,0.1594
2,0.1797
3,0.3427
4,0.4691
5,0.5429
6,0.5879
7,0.6326
8,0.6721
9,0.7037
10,0.7245
11,0.7379
12,0.7449
13,0.7502
14,0.7514
15,0.7531
16,0.7533
17,0.7533
18,0.7524
19,0.7491
20,0.7446
21,0.7392
22,0.7373
23,0.7342
24,0.7307
25,0.7285
26,0.7276
27,0.7273
28,0.7265
29,0.7297
30,0.7306
31,0.7299
32,0.7316
33,0.7323
34,0.7348
35,0.7371
36,0.7367
37,0.7354
38,0.7327
39,0.7304
40,0.7291
41,0.7281
42,0.728
43,0.7295
44,0.732
45,0.7355
46,0.7397
47,0.7432
48,0.7468
49,0.749
50,0.7503
