Round,Avg Accuracy,Std Accuracy
0,0.5883,0.2498
1,0.8476,0.0055
2,0.8563,0.0004
3,0.8574,0.0009
4,0.8569,0.0006
5,0.8570,0.0010
6,0.8566,0.0007
7,0.8536,0.0020
8,0.8536,0.0022
9,0.8540,0.0008
10,0.8502,0.0008
11,0.8509,0.0006
12,0.8494,0.0004
13,0.8497,0.0016
14,0.8511,0.0009
15,0.8509,0.0010
16,0.8512,0.0026
17,0.8475,0.0024
18,0.8495,0.0028
19,0.8484,0.0043
20,0.8464,0.0012
21,0.8479,0.0032
22,0.8468,0.0010
23,0.8491,0.0002
24,0.8472,0.0007
25,0.8470,0.0001
26,0.8458,0.0058
27,0.8429,0.0019
28,0.8433,0.0039
29,0.8443,0.0020
30,0.8456,0.0021
31,0.8458,0.0031
32,0.8469,0.0017
33,0.8449,0.0030
34,0.8443,0.0035
35,0.8454,0.0026
36,0.8418,0.0040
37,0.8437,0.0025
38,0.8422,0.0008
39,0.8440,0.0018
40,0.8444,0.0015
41,0.8456,0.0016
42,0.8451,0.0031
43,0.8441,0.0004
44,0.8416,0.0017
45,0.8420,0.0021
46,0.8418,0.0044
47,0.8418,0.0031
48,0.8403,0.0030
49,0.8422,0.0016
50,0.8410,0.0016
