Round,Avg Accuracy,Std Accuracy
0,0.3112,0.1077
1,0.8143,0.0352
2,0.8560,0.0012
3,0.8576,0.0014
4,0.8580,0.0002
5,0.8551,0.0014
6,0.8532,0.0023
7,0.8518,0.0031
8,0.8521,0.0009
9,0.8499,0.0043
10,0.8493,0.0016
11,0.8479,0.0009
12,0.8449,0.0054
13,0.8430,0.0045
14,0.8458,0.0052
15,0.8467,0.0056
16,0.8460,0.0053
17,0.8478,0.0057
18,0.8484,0.0051
19,0.8479,0.0051
20,0.8450,0.0045
21,0.8453,0.0050
22,0.8453,0.0043
23,0.8434,0.0051
24,0.8442,0.0029
25,0.8458,0.0042
26,0.8423,0.0055
27,0.8433,0.0023
28,0.8456,0.0045
29,0.8444,0.0013
30,0.8463,0.0036
31,0.8461,0.0037
32,0.8435,0.0036
33,0.8426,0.0038
34,0.8433,0.0024
35,0.8419,0.0070
36,0.8432,0.0040
37,0.8421,0.0056
38,0.8421,0.0038
39,0.8425,0.0023
40,0.8407,0.0064
41,0.8423,0.0030
42,0.8391,0.0026
43,0.8410,0.0047
44,0.8413,0.0029
45,0.8444,0.0032
46,0.8404,0.0054
47,0.8442,0.0033
48,0.8423,0.0054
49,0.8413,0.0049
50,0.8424,0.0039
